category,image,model_entropy,model_center_distance,model_num_peaks,model_nss,model_cc,model_auc
BlackWhite,099,12.84961986541748,197.67353230364466,2,4.17725944519043,0.8501813186615517,0.8973441123962402
Cartoon,001,13.835821151733398,338.08905766785466,67,1.6334760189056396,0.6763998443004219,0.8517405986785889
Cartoon,003,13.705492973327637,357.9388680219079,65,2.0421690940856934,0.70204562554687,0.8571560978889465
Cartoon,005,13.800995826721191,346.57115299888966,141,1.4133493900299072,0.5581397933338588,0.8276516795158386
Cartoon,007,13.834400177001953,402.9525750579522,498,1.678859829902649,0.6834968876248195,0.8271201252937317
Cartoon,009,12.94741153717041,201.09989875720973,223,2.5656111240386963,0.8448873560561954,0.9020370841026306
Cartoon,011,13.45488452911377,268.33257855256005,77,1.7510958909988403,0.6612107260972672,0.8566343784332275
Cartoon,013,13.19835090637207,235.3223238331506,1,2.4739303588867188,0.689271058505572,0.8899097442626953
Cartoon,015,13.427659034729004,271.695637224349,124,1.5550057888031006,0.6638261951605442,0.7522554993629456
Cartoon,017,13.41639518737793,316.30356387686015,45,2.6335976123809814,0.8255065855702779,0.9003314971923828
Cartoon,019,13.717094421386719,318.3733753515364,109,1.8013535737991333,0.6662729616876673,0.8584154844284058
Cartoon,021,13.241284370422363,225.60124302308748,67,2.363452911376953,0.7749502658698946,0.8690906167030334
Cartoon,023,13.606689453125,324.407314618511,60,1.8232090473175049,0.7237886351338082,0.812170147895813
Cartoon,025,13.76221752166748,433.0349796491824,2,1.7551294565200806,0.6996020485742288,0.8327721953392029
Cartoon,027,13.371882438659668,363.0992534933332,65,2.4216134548187256,0.7889653769863548,0.894209623336792
Cartoon,029,13.12733268737793,277.52377226148343,340,2.428948402404785,0.7837600372707485,0.9002042412757874
Cartoon,031,13.40579605102539,259.7479958674416,75,1.8940718173980713,0.7316038849169605,0.8726817965507507
Cartoon,033,13.541309356689453,291.85299664933115,107,2.3281569480895996,0.7475080423543303,0.8984782695770264
Cartoon,035,13.462562561035156,318.01973584383404,442,2.027407646179199,0.7696540690960099,0.8900410532951355
Cartoon,037,13.687636375427246,384.16719739746446,108,2.203751564025879,0.7752250032537025,0.8730154633522034
Cartoon,039,13.415377616882324,260.1630224350545,287,2.097219228744507,0.7762411795948304,0.8785045742988586
Cartoon,041,13.235962867736816,251.83620406534067,4,2.8883872032165527,0.8299725698437252,0.874610960483551
Cartoon,043,13.633015632629395,295.8379240986147,67,2.0624582767486572,0.7434867929203723,0.8500905632972717
Cartoon,045,13.629619598388672,305.571294079842,81,1.907143235206604,0.7314903776403872,0.8545475602149963
Cartoon,047,13.228028297424316,251.90080254502746,6,2.8722641468048096,0.7876891975627791,0.8821437358856201
Cartoon,049,13.259385108947754,247.19685673007595,12,2.95819354057312,0.851538333148883,0.8878321051597595
Cartoon,051,13.738631248474121,351.2368965791985,97,1.5211844444274902,0.6456685451741716,0.8236083984375
Cartoon,053,12.769402503967285,179.74073084235627,407,3.502682685852051,0.8645220960548986,0.9180024266242981
Cartoon,055,13.317052841186523,275.71243349351425,242,2.16039776802063,0.7850833070670872,0.8863794803619385
Cartoon,057,13.73369312286377,401.0130412507137,1,1.7897588014602661,0.7390194771477707,0.8213958144187927
Cartoon,059,13.54049301147461,302.66959244765883,66,1.7179162502288818,0.7294118845794834,0.8493505120277405
Cartoon,061,13.553960800170898,351.5401234698189,72,1.8908734321594238,0.7382362503216726,0.8633101582527161
Cartoon,063,13.047033309936523,235.65850537207353,1,3.8242647647857666,0.9131723283236073,0.8954346179962158
Cartoon,065,13.28808307647705,255.59254022585344,37,2.4362223148345947,0.8458783468464605,0.8890437483787537
Cartoon,067,13.120068550109863,258.0828724000401,96,2.8401598930358887,0.842729959443237,0.9329354763031006
